Country,Time,Balance,Product,Value,Unit
Germany,24-May,Distribution Losses,Electricity,1733.9234,GWh
Germany,24-May,Final Consumption (Calculated),Electricity,37348.011,GWh
Germany,24-May,Net Electricity Production,Wind,7486.0903,GWh
France,24-Apr,Net Electricity Production,Electricity,41412.7703,GWh
France,24-Apr,Net Electricity Production,Nuclear,26670.1117,GWh
France,24-Apr,Net Electricity Production,Hydro,6293.6226,GWh
France,24-Apr,Net Electricity Production,Total Combustible Fuels,1533.3845,GWh
France,24-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
France,24-Apr,Net Electricity Production,Oil and Petroleum Products,0,GWh
France,24-Apr,Net Electricity Production,Natural Gas,711.4317,GWh
France,24-Apr,Net Electricity Production,Combustible Renewables,645.0752,GWh
France,24-Apr,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,24-Apr,Net Electricity Production,Geothermal,9.6698,GWh
France,24-Apr,Net Electricity Production,Solar,2308.9214,GWh
France,24-Apr,Net Electricity Production,Other Renewables,36.9812,GWh
France,24-Apr,Net Electricity Production,Not Specified,116.4198,GWh
France,24-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13737.9296,GWh
France,24-Apr,Total Imports,Electricity,1813.4199,GWh
France,24-Apr,Total Exports,Electricity,7318.9708,GWh
France,24-Apr,Used for pumped storage,Electricity,785.461,GWh
France,24-Apr,Distribution Losses,Electricity,3156.5134,GWh
France,24-Apr,Final Consumption (Calculated),Electricity,31965.245,GWh
France,24-Apr,Net Electricity Production,Wind,4443.6594,GWh
Germany,24-Apr,Net Electricity Production,Electricity,38476.9557,GWh
Germany,24-Apr,Net Electricity Production,Total Combustible Fuels,17247.3687,GWh
Germany,24-Apr,Net Electricity Production,Hydro,2439.9175,GWh
Germany,24-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",6457.8347,GWh
Germany,24-Apr,Net Electricity Production,Oil and Petroleum Products,520.1139,GWh
Germany,24-Apr,Net Electricity Production,Natural Gas,6452.4757,GWh
Germany,24-Apr,Net Electricity Production,Combustible Renewables,3298.4178,GWh
Germany,24-Apr,Net Electricity Production,Geothermal,14.1989,GWh
Germany,24-Apr,Net Electricity Production,Other Combustible Non-Renewables,518.5266,GWh
Germany,24-Apr,Net Electricity Production,Solar,7334.8956,GWh
Germany,24-Apr,Net Electricity Production,Not Specified,101.0725,GWh
Germany,24-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",24426.9323,GWh
Germany,24-Apr,Total Imports,Electricity,6085.5625,GWh
Germany,24-Apr,Total Exports,Electricity,3622.9704,GWh
Germany,24-Apr,Used for pumped storage,Electricity,898.3429,GWh
Germany,24-Apr,Distribution Losses,Electricity,1935.2083,GWh
Germany,24-Apr,Final Consumption (Calculated),Electricity,38105.9967,GWh
Germany,24-Apr,Net Electricity Production,Wind,11339.5024,GWh
France,24-Mar,Net Electricity Production,Electricity,47188.833,GWh
France,24-Mar,Net Electricity Production,Nuclear,29894.5107,GWh
France,24-Mar,Net Electricity Production,Total Combustible Fuels,3177.7472,GWh
France,24-Mar,Net Electricity Production,Hydro,7694.2615,GWh
France,24-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
France,24-Mar,Net Electricity Production,Oil and Petroleum Products,0,GWh
France,24-Mar,Net Electricity Production,Natural Gas,2282.9217,GWh
France,24-Mar,Net Electricity Production,Combustible Renewables,717.948,GWh
France,24-Mar,Net Electricity Production,Geothermal,9.6698,GWh
France,24-Mar,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,24-Mar,Net Electricity Production,Solar,1882.3476,GWh
France,24-Mar,Net Electricity Production,Other Renewables,36.9812,GWh
France,24-Mar,Net Electricity Production,Not Specified,116.4198,GWh
France,24-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14718.1034,GWh
France,24-Mar,Total Imports,Electricity,1749.0108,GWh
France,24-Mar,Total Exports,Electricity,8747.6597,GWh
France,24-Mar,Used for pumped storage,Electricity,667.3919,GWh
France,24-Mar,Distribution Losses,Electricity,3711.7242,GWh
France,24-Mar,Final Consumption (Calculated),Electricity,35811.0679,GWh
France,24-Mar,Net Electricity Production,Wind,4376.8953,GWh
Germany,24-Mar,Net Electricity Production,Electricity,41082.286,GWh
Germany,24-Mar,Net Electricity Production,Total Combustible Fuels,21567.5909,GWh
Germany,24-Mar,Net Electricity Production,Hydro,2342.6784,GWh
Germany,24-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",9419.7438,GWh
Germany,24-Mar,Net Electricity Production,Oil and Petroleum Products,552.9563,GWh
Germany,24-Mar,Net Electricity Production,Natural Gas,7353.4156,GWh
Germany,24-Mar,Net Electricity Production,Combustible Renewables,3668.9155,GWh
Germany,24-Mar,Net Electricity Production,Geothermal,13.4516,GWh
Germany,24-Mar,Net Electricity Production,Other Combustible Non-Renewables,572.5596,GWh
Germany,24-Mar,Net Electricity Production,Solar,5430.944,GWh
Germany,24-Mar,Net Electricity Production,Not Specified,143.0856,GWh
Germany,24-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",23040.5251,GWh
Germany,24-Mar,Total Imports,Electricity,6123.2351,GWh
Germany,24-Mar,Total Exports,Electricity,4341.8884,GWh
Germany,24-Mar,Used for pumped storage,Electricity,706.1321,GWh
Germany,24-Mar,Distribution Losses,Electricity,2152.8028,GWh
Germany,24-Mar,Final Consumption (Calculated),Electricity,40004.6979,GWh
Germany,24-Mar,Net Electricity Production,Wind,11584.5356,GWh
France,24-Feb,Net Electricity Production,Electricity,47921.102,GWh
France,24-Feb,Net Electricity Production,Nuclear,30733.4869,GWh
France,24-Feb,Net Electricity Production,Hydro,6499.0938,GWh
France,24-Feb,Net Electricity Production,Total Combustible Fuels,3881.6639,GWh
France,24-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",408.5114,GWh
France,24-Feb,Net Electricity Production,Oil and Petroleum Products,473.1286,GWh
France,24-Feb,Net Electricity Production,Natural Gas,2237.4703,GWh
France,24-Feb,Net Electricity Production,Combustible Renewables,585.676,GWh
France,24-Feb,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,24-Feb,Net Electricity Production,Geothermal,9.6698,GWh
France,24-Feb,Net Electricity Production,Solar,1064.6933,GWh
France,24-Feb,Net Electricity Production,Other Renewables,36.9812,GWh
France,24-Feb,Net Electricity Production,Not Specified,116.4198,GWh
France,24-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13775.2075,GWh
France,24-Feb,Total Imports,Electricity,1903.5636,GWh
France,24-Feb,Total Exports,Electricity,8892.7346,GWh
France,24-Feb,Used for pumped storage,Electricity,638.9667,GWh
France,24-Feb,Distribution Losses,Electricity,3777.2619,GWh
France,24-Feb,Final Consumption (Calculated),Electricity,36515.7025,GWh
France,24-Feb,Net Electricity Production,Wind,5579.0933,GWh
Germany,24-Feb,Net Electricity Production,Electricity,42182.669,GWh
Germany,24-Feb,Net Electricity Production,Total Combustible Fuels,20805.3914,GWh
Germany,24-Feb,Net Electricity Production,Hydro,2327.9314,GWh
Germany,24-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",9142.293,GWh
Germany,24-Feb,Net Electricity Production,Oil and Petroleum Products,463.7732,GWh
Germany,24-Feb,Net Electricity Production,Natural Gas,7070.3594,GWh
Germany,24-Feb,Net Electricity Production,Combustible Renewables,3615.7682,GWh
Germany,24-Feb,Net Electricity Production,Other Combustible Non-Renewables,513.1976,GWh
Germany,24-Feb,Net Electricity Production,Geothermal,14.1989,GWh
Germany,24-Feb,Net Electricity Production,Solar,2559.4104,GWh
Germany,24-Feb,Net Electricity Production,Not Specified,134.0741,GWh
Germany,24-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",24858.9717,GWh
Germany,24-Feb,Total Imports,Electricity,5406.4346,GWh
Germany,24-Feb,Total Exports,Electricity,5532.2394,GWh
Germany,24-Feb,Used for pumped storage,Electricity,654.6963,GWh
Germany,24-Feb,Distribution Losses,Electricity,2310.6494,GWh
Germany,24-Feb,Final Consumption (Calculated),Electricity,39091.5185,GWh
Germany,24-Feb,Net Electricity Production,Wind,16341.6628,GWh
France,24-Jan,Net Electricity Production,Electricity,55047.6072,GWh
France,24-Jan,Net Electricity Production,Nuclear,35926.9074,GWh
France,24-Jan,Net Electricity Production,Hydro,7992.9082,GWh
France,24-Jan,Net Electricity Production,Total Combustible Fuels,4901.2143,GWh
France,24-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",343.2952,GWh
France,24-Jan,Net Electricity Production,Oil and Petroleum Products,474.7159,GWh
France,24-Jan,Net Electricity Production,Natural Gas,3374.0742,GWh
France,24-Jan,Net Electricity Production,Combustible Renewables,532.2515,GWh
France,24-Jan,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,24-Jan,Net Electricity Production,Geothermal,9.6698,GWh
France,24-Jan,Net Electricity Production,Solar,837.3867,GWh
France,24-Jan,Net Electricity Production,Other Renewables,36.9812,GWh
France,24-Jan,Net Electricity Production,Not Specified,116.4198,GWh
France,24-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14635.3172,GWh
France,24-Jan,Total Imports,Electricity,2097.4918,GWh
France,24-Jan,Total Exports,Electricity,7969.0917,GWh
France,24-Jan,Used for pumped storage,Electricity,529.7995,GWh
France,24-Jan,Distribution Losses,Electricity,4734.6279,GWh
France,24-Jan,Final Consumption (Calculated),Electricity,43911.5799,GWh
France,24-Jan,Net Electricity Production,Wind,5226.1198,GWh
Germany,24-Jan,Net Electricity Production,Electricity,47604.7589,GWh
Germany,24-Jan,Net Electricity Production,Total Combustible Fuels,25228.5121,GWh
Germany,24-Jan,Net Electricity Production,Hydro,2554.9758,GWh
Germany,24-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",11331.5934,GWh
Germany,24-Jan,Net Electricity Production,Oil and Petroleum Products,548.862,GWh
Germany,24-Jan,Net Electricity Production,Natural Gas,9085.679,GWh
Germany,24-Jan,Net Electricity Production,Combustible Renewables,3739.8725,GWh
Germany,24-Jan,Net Electricity Production,Other Combustible Non-Renewables,522.5052,GWh
Germany,24-Jan,Net Electricity Production,Geothermal,11.2097,GWh
Germany,24-Jan,Net Electricity Production,Solar,1703.5887,GWh
Germany,24-Jan,Net Electricity Production,Not Specified,162.8748,GWh
Germany,24-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",25953.2446,GWh
Germany,24-Jan,Total Imports,Electricity,5291.6386,GWh
Germany,24-Jan,Total Exports,Electricity,6789.2526,GWh
Germany,24-Jan,Used for pumped storage,Electricity,655.7472,GWh
Germany,24-Jan,Distribution Losses,Electricity,2816.9177,GWh
Germany,24-Jan,Final Consumption (Calculated),Electricity,42634.4801,GWh
Germany,24-Jan,Net Electricity Production,Wind,17943.598,GWh
France,23-Dec,Net Electricity Production,Electricity,51232.3409,GWh
France,23-Dec,Net Electricity Production,Nuclear,31539.0092,GWh
France,23-Dec,Net Electricity Production,Hydro,7573.614,GWh
France,23-Dec,Net Electricity Production,Total Combustible Fuels,4811.8487,GWh
France,23-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",220.6694,GWh
France,23-Dec,Net Electricity Production,Oil and Petroleum Products,469.5332,GWh
France,23-Dec,Net Electricity Production,Natural Gas,3042.1399,GWh
France,23-Dec,Net Electricity Production,Combustible Renewables,902.6287,GWh
France,23-Dec,Net Electricity Production,Geothermal,9.6694,GWh
France,23-Dec,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,23-Dec,Net Electricity Production,Solar,740.1117,GWh
France,23-Dec,Net Electricity Production,Other Renewables,36.9812,GWh
France,23-Dec,Net Electricity Production,Not Specified,116.4198,GWh
France,23-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15667.6919,GWh
France,23-Dec,Total Imports,Electricity,2040.745,GWh
France,23-Dec,Total Exports,Electricity,7616.9257,GWh
France,23-Dec,Used for pumped storage,Electricity,739.1224,GWh
France,23-Dec,Distribution Losses,Electricity,4150.9562,GWh
France,23-Dec,Final Consumption (Calculated),Electricity,40766.0816,GWh
France,23-Dec,Net Electricity Production,Wind,6404.687,GWh
Germany,23-Dec,Net Electricity Production,Electricity,45525.632,GWh
Germany,23-Dec,Net Electricity Production,Hydro,2678.9419,GWh
Germany,23-Dec,Net Electricity Production,Total Combustible Fuels,23227.5661,GWh
Germany,23-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",11397.037,GWh
Germany,23-Dec,Net Electricity Production,Oil and Petroleum Products,455.7536,GWh
Germany,23-Dec,Net Electricity Production,Natural Gas,7167.6706,GWh
Germany,23-Dec,Net Electricity Production,Combustible Renewables,3756.1237,GWh
Germany,23-Dec,Net Electricity Production,Other Combustible Non-Renewables,450.9812,GWh
Germany,23-Dec,Net Electricity Production,Geothermal,17.1882,GWh
Germany,23-Dec,Net Electricity Production,Solar,897.1025,GWh
Germany,23-Dec,Net Electricity Production,Not Specified,155.1343,GWh
Germany,23-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",25899.0553,GWh
Germany,23-Dec,Total Imports,Electricity,4585.4606,GWh
Germany,23-Dec,Total Exports,Electricity,7395.2049,GWh
Germany,23-Dec,Used for pumped storage,Electricity,726.0526,GWh
Germany,23-Dec,Distribution Losses,Electricity,2627.8549,GWh
Germany,23-Dec,Final Consumption (Calculated),Electricity,39361.9802,GWh
Germany,23-Dec,Net Electricity Production,Wind,18549.699,GWh
France,23-Nov,Net Electricity Production,Electricity,45970.9055,GWh
France,23-Nov,Net Electricity Production,Nuclear,27580.008,GWh
France,23-Nov,Net Electricity Production,Total Combustible Fuels,4331.7237,GWh
France,23-Nov,Net Electricity Production,Hydro,6820.1456,GWh
France,23-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",252.2377,GWh
France,23-Nov,Net Electricity Production,Oil and Petroleum Products,452.3265,GWh
France,23-Nov,Net Electricity Production,Natural Gas,2725.234,GWh
France,23-Nov,Net Electricity Production,Combustible Renewables,725.0479,GWh
France,23-Nov,Net Electricity Production,Geothermal,9.6694,GWh
France,23-Nov,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,23-Nov,Net Electricity Production,Solar,925.0309,GWh
France,23-Nov,Net Electricity Production,Other Renewables,36.9812,GWh
France,23-Nov,Net Electricity Production,Not Specified,116.4198,GWh
France,23-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14667.802,GWh
France,23-Nov,Total Imports,Electricity,1611.8705,GWh
France,23-Nov,Total Exports,Electricity,6891.2645,GWh
France,23-Nov,Used for pumped storage,Electricity,604.3048,GWh
France,23-Nov,Distribution Losses,Electricity,3520.5826,GWh
France,23-Nov,Final Consumption (Calculated),Electricity,36566.624,GWh
France,23-Nov,Net Electricity Production,Wind,6150.927,GWh
Germany,23-Nov,Net Electricity Production,Electricity,43801.0766,GWh
Germany,23-Nov,Net Electricity Production,Hydro,2276.5423,GWh
Germany,23-Nov,Net Electricity Production,Total Combustible Fuels,23613.481,GWh
Germany,23-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",11772.9665,GWh
Germany,23-Nov,Net Electricity Production,Oil and Petroleum Products,529.3985,GWh
Germany,23-Nov,Net Electricity Production,Natural Gas,7168.899,GWh
Germany,23-Nov,Net Electricity Production,Combustible Renewables,3628.9198,GWh
Germany,23-Nov,Net Electricity Production,Other Combustible Non-Renewables,513.2971,GWh
Germany,23-Nov,Net Electricity Production,Geothermal,12.7043,GWh
Germany,23-Nov,Net Electricity Production,Solar,1582.7668,GWh
Germany,23-Nov,Net Electricity Production,Not Specified,167.3805,GWh
Germany,23-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",23649.135,GWh
Germany,23-Nov,Total Imports,Electricity,4984.1818,GWh
Germany,23-Nov,Total Exports,Electricity,5348.7717,GWh
Germany,23-Nov,Used for pumped storage,Electricity,620.3993,GWh
Germany,23-Nov,Distribution Losses,Electricity,2249.3533,GWh
Germany,23-Nov,Final Consumption (Calculated),Electricity,40566.7342,GWh
Germany,23-Nov,Net Electricity Production,Wind,16148.2019,GWh
France,23-Oct,Net Electricity Production,Electricity,40789.6827,GWh
France,23-Oct,Net Electricity Production,Nuclear,28251.0082,GWh
France,23-Oct,Net Electricity Production,Hydro,3667.7599,GWh
France,23-Oct,Net Electricity Production,Total Combustible Fuels,2772.246,GWh
France,23-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",133.0019,GWh
France,23-Oct,Net Electricity Production,Oil and Petroleum Products,479.85,GWh
France,23-Oct,Net Electricity Production,Natural Gas,1362.5406,GWh
France,23-Oct,Net Electricity Production,Combustible Renewables,619.976,GWh
France,23-Oct,Net Electricity Production,Geothermal,9.6694,GWh
France,23-Oct,Net Electricity Production,Other Combustible Non-Renewables,176.8775,GWh
France,23-Oct,Net Electricity Production,Solar,1636.533,GWh
France,23-Oct,Net Electricity Production,Other Renewables,36.9812,GWh
France,23-Oct,Net Electricity Production,Not Specified,116.4198,GWh
France,23-Oct,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10269.9847,GWh
